id,title,stock,price,type_id,primaryProductId,image,url_key,categories,short_description,description,description_sin_stop_words,especificaciones_del_producto,especificaciones_del_producto_sin_stop_words,modo_de_uso,modo_de_uso_sin_stop_words,meta_title,meta_keyword,meta_description,category_names,marca,weight,acabado,beneficios,catquiz,clasificacion,cobertura,created_at,country_of_manufacture,color_family,color,cyber,descuento,formato,highlights,ingredientes,is_returnable,news,preocupacion,product_label,status,subcatquiz,tipo_de_piel,tipo_de_punta,tipo_esmalte,zona_de_aplicacion
DBS-SCH7210-MP,Eyeliner Gel Sailor Moon,32,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7210-mp_2.jpg,https://dbs.cl/dbs-sch7210-mp-eyeliner-gel-sailor-moon,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Sailor Moon | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Sailor Moon,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Gray,Sailor Moon,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7111-MP,Eyeliner Gel Pretty Rebel,31,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7111-mp_2.jpg,https://dbs.cl/dbs-sch7111-mp-eyeliner-gel-pretty-rebel,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Pretty Rebel | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Pretty Rebel,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Pink,Pretty Rebel,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7234-MP,Eyeliner Gel Mardi Gras,51,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7234-mp_2.jpg,https://dbs.cl/dbs-sch7234-mp-eyeliner-gel-mardi-gras,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Mardi Gras | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Mardi Gras,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,,Mardi Gras,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7104-MP,Eyeliner Gel Wonder Woman,30,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7104-mp_2.jpg,https://dbs.cl/dbs-sch7104-mp-eyeliner-gel-wonder-woman,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Wonder Woman | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Wonder Woman,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Blue,Wonder Woman,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7203-MP,Eyeliner Gel Pepper,52,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7203-mp_2.jpg,https://dbs.cl/dbs-sch7203-mp-eyeliner-gel-pepper,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Pepper | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Pepper,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Pure Beauty,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Brown,Pepper,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pure Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7197-MP,Eyeliner Gel Brunette,17,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7197-mp_2.jpg,https://dbs.cl/dbs-sch7197-mp-eyeliner-gel-brunette,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Brunette | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Brunette,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,DBS,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Brown,Brunette,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7135-MP,Eyeliner Gel Hot Banana,36,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7135-mp_2.jpg,https://dbs.cl/dbs-sch7135-mp-eyeliner-gel-hot-banana,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Hot Banana | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Hot Banana,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,All Eyes On Me,DBS,Pure Beauty,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Orange,Hot Banana,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > All Eyes On Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pure Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7142-MP,Eyeliner Gel Into The Wild,22,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7142-mp_2.jpg,https://dbs.cl/dbs-sch7142-mp-eyeliner-gel-into-the-wild,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Into The Wild | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Into The Wild,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,All Eyes On Me,DBS,Pure Beauty,Pride,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,,Into The Wild,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > All Eyes On Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pure Beauty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBS-SCH7227-MP,Eyeliner Gel Tropical Jungle,25,3490,PRIMARY,,https://dbs.cl/media/catalog/product/cache/cf140414c54a2d940638d4d8ea32b853/d/b/dbs-cosmetics-dbs-sch7227-mp_2.jpg,https://dbs.cl/dbs-sch7227-mp-eyeliner-gel-tropical-jungle,Marcas > DBS Cosmetics,Delineador de Ojos,"Los Lápices Delineadores de Ojos Gel de DBS Cosmetics brindan un color intenso y tienen una excelente cobertura. Su fórmula de larga duración hará que tus ojos tengan un look fascinante por horas. Son cómodos para aplicar, no dejan manchas y tienen una textura ultra cremosa de secado rápido. Son libres de aceites minerales, vaselina o derivados de la lanolina. Además son a prueba de agua.   Estos productos son libres de testeo animal.","Los Lápices Delineadores Ojos Gel DBS Cosmetics brindan color intenso excelente cobertura Su fórmula larga duración hará ojos look fascinante horas Son cómodos aplicar, dejan manchas textura ultra cremosa secado rápido Son libres aceites minerales,","Contenido: 1,1 gr | Tamaño: 0.8 cm largo x 0.8 cm ancho x 13.6 cm alto","Contenido: 1,1 gr | Tamaño: 0 8 cm largo x 0 8 cm ancho x 13 6 cm alto","Fácil de deslizar y suave, entrega una excelente y uniforme coloración, cubre el párpado sin agrietarse y es liviano. Fácil de mezclar luego de recién aplicado. Se puede utilizar como delineador o sombra en el párpado móvil. Ideal para la línea del agua.","Fácil deslizar suave, entrega excelente uniforme coloración, cubre párpado agrietarse liviano Fácil mezclar luego recién aplicado Se puede utilizar delineador sombra párpado móvil Ideal línea agua",Eyeliner Gel Tropical Jungle | dbs.cl,"delinedor, delineador de ojos, eyeliner, eye liner, delineado de ojos, lapiz delineador, lapiz, delinear ojos, delineado de ojos permanente, delineado para ojos caidos, cateye, gato, colorear, liquido, plumon, delineado de ojos de colores, lapiz delineador de ojos, delineador de ojos maybelline, delineado de ojos 2020, delineado para ojos grandes, delineado de ojos liquido, delineador de ojos negro",Eyeliner Gel Tropical Jungle,"Ojos,Maquillaje,Delineadores de Ojos,DBS Cosmetics,Shop,Catálogo Compras por Mayor,All Eyes On Me,DBS,Hasta 50% dcto,CYBER,Halloween",DBS COSMETICS,"1,1 gr",Brillante,,,Cruelty Free,,2020-05-18 02:56:19,DE,Green,Tropical Jungle,No,,Gel,"A prueba de agua,Brillante,Cruelty free",,,No,,,Habilitado,,Todo tipo,,,Ojos
,,,,,,,,Season > Catálogo Compras por Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > All Eyes On Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > DBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CYBER > Hasta 50% dcto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Season > Halloween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
